,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,时间,代码,,收盘价,涨跌
1,201510,1,平安银行,11.36,64.6432,,,,,,,,,,,,,,
2,201511,1,平安银行,11.74,28.235,,,,,,,,,,,,,,
3,201512,1,平安银行,11.99,18.5756,,,,,,,,,,,,,,
4,201601,1,平安银行,10.0,-147.8621,,,,,,,,,,,,,,
5,201602,1,平安银行,9.56,-32.6931,,,,,,,,,,,,,,
6,201603,1,平安银行,10.64,80.2467,,,,,,,,,,,,,,
7,201604,1,平安银行,10.57,-5.2012,,,,,,,,,,,,,,
8,201605,1,平安银行,10.55,-1.4861,,,,,,,,,,,,,,
9,201606,1,平安银行,8.7,3.5932,,,,,,,,,,,,,,
10,201607,1,平安银行,9.2,45.2578,,,,,,,,,,,,,,
11,201608,1,平安银行,9.49,26.2495,,,,,,,,,,,,,,
12,201609,1,平安银行,9.07,-38.0165,,,,,,,,,,,,,,
13,201610,1,平安银行,9.15,7.2412,,,,,,,,,,,,,,
14,201611,1,平安银行,9.55,36.2062,,,,,,,,,,,,,,
15,201612,1,平安银行,9.1,-40.732,,,,,,,,,,,,,,
16,201701,1,平安银行,9.33,20.8186,,,,,,,,,,,,,,
17,201702,1,平安银行,9.48,13.5773,,,,,,,,,,,,,,
18,201703,1,平安银行,9.17,-28.0598,,,,,,,,,,,,,,
19,201704,1,平安银行,8.99,-16.2928,,,,,,,,,,,,,,
20,201705,1,平安银行,9.2,19.0083,,,,,,,,,,,,,,
21,201706,1,平安银行,9.39,17.1979,,,,,,,,,,,,,,
22,201707,1,平安银行,10.67,130.1552,,,,,,,,,,,,,,
23,201708,1,平安银行,11.28,56.0317,,,,,,,,,,,,,,
24,201709,1,平安银行,11.11,-15.6154,,,,,,,,,,,,,,
25,201710,1,平安银行,11.54,39.4978,,,,,,,,,,,,,,
26,201711,1,平安银行,13.38,169.0137,,,,,,,,,,,,,,
27,201712,1,平安银行,13.3,-7.3484,,,,,,,,,,,,,,
28,201801,1,平安银行,14.05,68.8915,,,,,,,,,,,,,,
29,201802,1,平安银行,12.05,-183.7106,,,,,,,,,,,,,,
30,201803,1,平安银行,10.9,-105.6336,,,,,,,,,,,,,,
31,201804,1,平安银行,10.85,-4.5928,,,,,,,,,,,,,,
32,201805,1,平安银行,10.18,-61.543,,,,,,,,,,,,,,
33,201806,1,平安银行,9.09,-100.1223,,,,,,,,,,,,,,
34,201807,1,平安银行,9.42,44.3328,,,,,,,,,,,,,,
35,201808,1,平安银行,10.13,66.274,,,,,,,,,,,,,,
36,201809,1,平安银行,11.05,85.8762,,,,,,,,,,,,,,
37,201810,1,平安银行,10.91,-13.0681,,,,,,,,,,,,,,
38,201811,1,平安银行,10.36,-51.339,,,,,,,,,,,,,,
39,201812,1,平安银行,9.38,-91.4768,,,,,,,,,,,,,,
40,201901,1,平安银行,11.1,160.5511,,,,,,,,,,,,,,
41,201902,1,平安银行,12.36,117.613,,,,,,,,,,,,,,
42,201903,1,平安银行,12.82,42.9381,,,,,,,,,,,,,,
43,201904,1,平安银行,13.85,96.144,,,,,,,,,,,,,,
44,201905,1,平安银行,12.18,-155.8839,,,,,,,,,,,,,,
45,201906,1,平安银行,13.78,162.9001,,,,,,,,,,,,,,
46,201907,1,平安银行,14.13,33.0144,,,,,,,,,,,,,,
47,201908,1,平安银行,14.16,2.8298,,,,,,,,,,,,,,
48,201909,1,平安银行,15.59,134.8876,,,,,,,,,,,,,,
49,201910,1,平安银行,16.26,63.1991,,,,,,,,,,,,,,
50,201911,1,平安银行,15.29,-91.4972,,,,,,,,,,,,,,
51,201912,1,平安银行,16.45,109.4193,,,,,,,,,,,,,,
52,202001,1,平安银行,15.54,-85.8376,,,,,,,,,,,,,,
53,202002,1,平安银行,14.5,-98.1001,,,,,,,,,,,,,,
54,202003,1,平安银行,12.8,-160.3559,,,,,,,,,,,,,,
55,202004,1,平安银行,13.93,106.5895,,,,,,,,,,,,,,
56,202005,1,平安银行,13.0,-66.6148,,,,,,,,,,,,,,
57,202006,1,平安银行,12.8,-19.1902,,,,,,,,,,,,,,
58,202007,1,平安银行,13.34,51.8134,,,,,,,,,,,,,,
59,202008,1,平安银行,15.08,166.9544,,,,,,,,,,,,,,
60,202009,1,平安银行,15.17,8.6356,,,,,,,,,,,,,,
61,202010,1,平安银行,17.75,247.553,,,,,,,,,,,,,,
62,202011,1,平安银行,19.74,266.676,,,,,,,,,,,,,,
63,202012,1,平安银行,19.34,-39.9149,,,,,,,,,,,,,,
64,202101,1,平安银行,23.09,374.2026,,,,,,,,,,,,,,
65,202102,1,平安银行,21.38,-170.6364,,,,,,,,,,,,,,
66,202103,1,平安银行,22.01,62.866,,,,,,,,,,,,,,
67,202104,1,平安银行,23.29,127.7278,,,,,,,,,,,,,,
68,202105,1,平安银行,24.2,109.7962,,,,,,,,,,,,,,
69,202106,1,平安银行,22.62,-158.9038,,,,,,,,,,,,,,
70,202107,1,平安银行,17.69,-495.8202,,,,,,,,,,,,,,
71,202108,1,平安银行,17.8,11.0629,,,,,,,,,,,,,,
72,202109,1,平安银行,17.93,13.0744,,,,,,,,,,,,,,
73,202110,1,平安银行,19.58,165.9439,,,,,,,,,,,,,,
74,201510,5,ST星源,10.21,27.6943,,,,,,,,,,,,,,
75,201511,5,ST星源,9.32,-6.1161,,,,,,,,,,,,,,
76,201512,5,ST星源,10.04,4.9479,,,,,,,,,,,,,,
77,201601,5,ST星源,6.96,-21.1659,,,,,,,,,,,,,,
78,201602,5,ST星源,6.93,-0.2062,,,,,,,,,,,,,,
79,201603,5,ST星源,7.67,5.0853,,,,,,,,,,,,,,
80,201604,5,ST星源,7.14,-3.6422,,,,,,,,,,,,,,
81,201605,5,ST星源,6.95,-1.3057,,,,,,,,,,,,,,
82,201606,5,ST星源,7.54,4.0545,,,,,,,,,,,,,,
83,201607,5,ST星源,7.16,-2.6114,,,,,,,,,,,,,,
84,201608,5,ST星源,7.51,2.4052,,,,,,,,,,,,,,
85,201609,5,ST星源,7.33,-1.237,,,,,,,,,,,,,,
86,201610,5,ST星源,7.36,0.2062,,,,,,,,,,,,,,
87,201611,5,ST星源,7.42,0.4123,,,,,,,,,,,,,,
88,201612,5,ST星源,6.76,-4.5356,,,,,,,,,,,,,,
89,201701,5,ST星源,6.56,-1.3744,,,,,,,,,,,,,,
90,201702,5,ST星源,6.56,0.0,,,,,,,,,,,,,,
91,201703,5,ST星源,6.26,-2.0616,,,,,,,,,,,,,,
92,201704,5,ST星源,5.82,-3.0237,,,,,,,,,,,,,,
93,201705,5,ST星源,5.2,-4.2607,,,,,,,,,,,,,,
94,201706,5,ST星源,5.24,0.2749,,,,,,,,,,,,,,
95,201707,5,ST星源,4.94,-2.0616,,,,,,,,,,,,,,
96,201708,5,ST星源,4.89,-0.3436,,,,,,,,,,,,,,
97,201709,5,ST星源,5.05,1.0995,,,,,,,,,,,,,,
98,201710,5,ST星源,4.73,-2.1991,,,,,,,,,,,,,,
99,201711,5,ST星源,4.2,-3.6422,,,,,,,,,,,,,,
100,201712,5,ST星源,4.14,-0.4123,,,,,,,,,,,,,,
101,201801,5,ST星源,4.03,-0.7559,,,,,,,,,,,,,,
102,201802,5,ST星源,3.82,-1.4431,,,,,,,,,,,,,,
103,201803,5,ST星源,3.86,0.2749,,,,,,,,,,,,,,
104,201804,5,ST星源,3.58,-1.9242,,,,,,,,,,,,,,
105,201805,5,ST星源,3.44,-0.9621,,,,,,,,,,,,,,
106,201806,5,ST星源,2.96,-3.2986,,,,,,,,,,,,,,
107,201807,5,ST星源,3.15,1.3057,,,,,,,,,,,,,,
108,201808,5,ST星源,2.96,-1.3057,,,,,,,,,,,,,,
109,201809,5,ST星源,2.94,-0.1374,,,,,,,,,,,,,,
110,201810,5,ST星源,2.73,-1.4431,,,,,,,,,,,,,,
111,201811,5,ST星源,3.0,1.8555,,,,,,,,,,,,,,
112,201812,5,ST星源,2.68,-2.1991,,,,,,,,,,,,,,
113,201901,5,ST星源,2.83,1.0308,,,,,,,,,,,,,,
114,201902,5,ST星源,3.44,4.1919,,,,,,,,,,,,,,
115,201903,5,ST星源,3.77,2.2678,,,,,,,,,,,,,,
116,201904,5,ST星源,3.3,-3.2299,,,,,,,,,,,,,,
117,201905,5,ST星源,3.03,-1.8555,,,,,,,,,,,,,,
118,201906,5,ST星源,3.04,0.0687,,,,,,,,,,,,,,
119,201907,5,ST星源,2.92,-0.8246,,,,,,,,,,,,,,
120,201908,5,ST星源,3.1,1.237,,,,,,,,,,,,,,
121,201909,5,ST星源,3.18,0.5498,,,,,,,,,,,,,,
122,201910,5,ST星源,3.02,-1.0995,,,,,,,,,,,,,,
123,201911,5,ST星源,2.93,-0.6185,,,,,,,,,,,,,,
124,201912,5,ST星源,3.09,1.0995,,,,,,,,,,,,,,
125,202001,5,ST星源,2.97,-0.8246,,,,,,,,,,,,,,
126,202002,5,ST星源,2.79,-1.237,,,,,,,,,,,,,,
127,202003,5,ST星源,2.74,-0.3436,,,,,,,,,,,,,,
128,202004,5,ST星源,2.68,-0.4123,,,,,,,,,,,,,,
129,202005,5,ST星源,2.57,-0.7559,,,,,,,,,,,,,,
130,202006,5,ST星源,2.63,0.4123,,,,,,,,,,,,,,
131,202007,5,ST星源,2.92,1.9929,,,,,,,,,,,,,,
132,202008,5,ST星源,2.94,0.1374,,,,,,,,,,,,,,
133,202009,5,ST星源,2.58,-2.4739,,,,,,,,,,,,,,
134,202010,5,ST星源,2.53,-0.3436,,,,,,,,,,,,,,
135,202011,5,ST星源,2.58,0.3436,,,,,,,,,,,,,,
136,202012,5,ST星源,2.53,-0.3436,,,,,,,,,,,,,,
137,202101,5,ST星源,2.14,-2.6801,,,,,,,,,,,,,,
138,202102,5,ST星源,2.14,0.0,,,,,,,,,,,,,,
139,202103,5,ST星源,2.42,1.9242,,,,,,,,,,,,,,
140,202104,5,ST星源,2.22,-1.3744,,,,,,,,,,,,,,
141,202105,5,ST星源,1.75,-3.2299,,,,,,,,,,,,,,
142,202106,5,ST星源,1.88,0.8934,,,,,,,,,,,,,,
143,202107,5,ST星源,2.09,1.4431,,,,,,,,,,,,,,
144,202108,5,ST星源,2.39,2.0616,,,,,,,,,,,,,,
145,202109,5,ST星源,2.11,-1.9242,,,,,,,,,,,,,,
146,202110,5,ST星源,2.17,0.4123,,,,,,,,,,,,,,
147,201510,9,中国宝安,16.0,27.0102,,,,,,,,,,,,,,
148,201511,9,中国宝安,20.0,19.9706,,,,,,,,,,,,,,
149,201512,9,中国宝安,17.96,-10.185,,,,,,,,,,,,,,
150,201601,9,中国宝安,11.85,-30.505,,,,,,,,,,,,,,
151,201602,9,中国宝安,10.98,-4.3436,,,,,,,,,,,,,,
152,201603,9,中国宝安,13.73,13.7298,,,,,,,,,,,,,,
153,201604,9,中国宝安,13.68,-0.2496,,,,,,,,,,,,,,
154,201605,9,中国宝安,12.82,-4.2937,,,,,,,,,,,,,,
155,201606,9,中国宝安,13.7,4.3935,,,,,,,,,,,,,,
156,201607,9,中国宝安,10.14,0.263,,,,,,,,,,,,,,
157,201608,9,中国宝安,11.32,7.9903,,,,,,,,,,,,,,
158,201609,9,中国宝安,10.38,-6.3651,,,,,,,,,,,,,,
159,201610,9,中国宝安,10.38,0.0,,,,,,,,,,,,,,
160,201611,9,中国宝安,10.24,-0.948,,,,,,,,,,,,,,
161,201612,9,中国宝安,10.36,0.8126,,,,,,,,,,,,,,
162,201701,9,中国宝安,9.51,-5.7557,,,,,,,,,,,,,,
163,201702,9,中国宝安,9.76,1.6929,,,,,,,,,,,,,,
164,201703,9,中国宝安,9.17,-3.9951,,,,,,,,,,,,,,
165,201704,9,中国宝安,8.39,-5.2817,,,,,,,,,,,,,,
166,201705,9,中国宝安,7.35,-7.0423,,,,,,,,,,,,,,
167,201706,9,中国宝安,8.09,5.0108,,,,,,,,,,,,,,
168,201707,9,中国宝安,9.55,9.8863,,,,,,,,,,,,,,
169,201708,9,中国宝安,8.58,-6.4344,,,,,,,,,,,,,,
170,201709,9,中国宝安,8.99,2.7827,,,,,,,,,,,,,,
171,201710,9,中国宝安,8.15,-5.7011,,,,,,,,,,,,,,
172,201711,9,中国宝安,7.6,-3.7329,,,,,,,,,,,,,,
173,201712,9,中国宝安,7.23,-2.5112,,,,,,,,,,,,,,
174,201801,9,中国宝安,6.34,-6.0404,,,,,,,,,,,,,,
175,201802,9,中国宝安,6.04,-2.0361,,,,,,,,,,,,,,
176,201803,9,中国宝安,6.07,0.2036,,,,,,,,,,,,,,
177,201804,9,中国宝安,5.82,-1.6968,,,,,,,,,,,,,,
178,201805,9,中国宝安,5.73,-0.6108,,,,,,,,,,,,,,
179,201806,9,中国宝安,4.9,-5.6332,,,,,,,,,,,,,,
180,201807,9,中国宝安,5.02,0.9473,,,,,,,,,,,,,,
181,201808,9,中国宝安,4.62,-2.7254,,,,,,,,,,,,,,
182,201809,9,中国宝安,4.64,0.1363,,,,,,,,,,,,,,
183,201810,9,中国宝安,4.02,-4.2244,,,,,,,,,,,,,,
184,201811,9,中国宝安,4.77,5.1101,,,,,,,,,,,,,,
185,201812,9,中国宝安,4.31,-3.1342,,,,,,,,,,,,,,
186,201901,9,中国宝安,4.07,-1.6352,,,,,,,,,,,,,,
187,201902,9,中国宝安,5.16,7.4267,,,,,,,,,,,,,,
188,201903,9,中国宝安,6.71,10.5609,,,,,,,,,,,,,,
189,201904,9,中国宝安,6.18,-3.6111,,,,,,,,,,,,,,
190,201905,9,中国宝安,5.79,-2.6573,,,,,,,,,,,,,,
191,201906,9,中国宝安,5.71,-0.5451,,,,,,,,,,,,,,
192,201907,9,中国宝安,4.68,-0.544,,,,,,,,,,,,,,
193,201908,9,中国宝安,4.6,-0.6557,,,,,,,,,,,,,,
194,201909,9,中国宝安,4.41,-1.5574,,,,,,,,,,,,,,
195,201910,9,中国宝安,4.56,1.2295,,,,,,,,,,,,,,
196,201911,9,中国宝安,4.47,-0.7377,,,,,,,,,,,,,,
197,201912,9,中国宝安,6.19,14.0984,,,,,,,,,,,,,,
198,202001,9,中国宝安,6.48,2.3771,,,,,,,,,,,,,,
199,202002,9,中国宝安,7.41,7.623,,,,,,,,,,,,,,
200,202003,9,中国宝安,5.88,-12.5411,,,,,,,,,,,,,,
201,202004,9,中国宝安,6.56,5.5738,,,,,,,,,,,,,,
202,202005,9,中国宝安,6.9,2.7869,,,,,,,,,,,,,,
203,202006,9,中国宝安,8.51,13.1968,,,,,,,,,,,,,,
204,202007,9,中国宝安,8.37,-1.1475,,,,,,,,,,,,,,
205,202008,9,中国宝安,7.65,-5.7425,,,,,,,,,,,,,,
206,202009,9,中国宝安,7.0,-5.3414,,,,,,,,,,,,,,
207,202010,9,中国宝安,7.56,4.6018,,,,,,,,,,,,,,
208,202011,9,中国宝安,7.44,-0.9861,,,,,,,,,,,,,,
209,202012,9,中国宝安,7.53,0.7396,,,,,,,,,,,,,,
210,202101,9,中国宝安,6.88,-5.3414,,,,,,,,,,,,,,
211,202102,9,中国宝安,9.68,23.0092,,,,,,,,,,,,,,
212,202103,9,中国宝安,8.68,-8.2176,,,,,,,,,,,,,,
213,202104,9,中国宝安,10.52,15.1203,,,,,,,,,,,,,,
214,202105,9,中国宝安,10.23,-2.3831,,,,,,,,,,,,,,
215,202106,9,中国宝安,18.27,66.0693,,,,,,,,,,,,,,
216,202107,9,中国宝安,21.22,24.2418,,,,,,,,,,,,,,
217,202108,9,中国宝安,28.01,56.0356,,,,,,,,,,,,,,
218,202109,9,中国宝安,19.18,-72.6363,,,,,,,,,,,,,,
219,202110,9,中国宝安,17.03,-17.6861,,,,,,,,,,,,,,
220,201510,10,美丽生态,8.7,27.2573,,,,,,,,,,,,,,
221,201511,10,美丽生态,9.07,3.9862,,,,,,,,,,,,,,
222,201512,10,美丽生态,10.1,11.0969,,,,,,,,,,,,,,
223,201601,10,美丽生态,8.38,-18.5307,,,,,,,,,,,,,,
224,201602,10,美丽生态,8.0,-4.094,,,,,,,,,,,,,,
225,201603,10,美丽生态,8.33,3.5553,,,,,,,,,,,,,,
226,201604,10,美丽生态,8.91,6.2487,,,,,,,,,,,,,,
227,201605,10,美丽生态,7.74,-12.6052,,,,,,,,,,,,,,
228,201606,10,美丽生态,7.83,0.9696,,,,,,,,,,,,,,
229,201607,10,美丽生态,7.69,-1.5083,,,,,,,,,,,,,,
230,201608,10,美丽生态,8.34,7.0029,,,,,,,,,,,,,,
231,201609,10,美丽生态,8.41,0.7542,,,,,,,,,,,,,,
232,201610,10,美丽生态,7.79,-6.6797,,,,,,,,,,,,,,
233,201611,10,美丽生态,7.77,-0.2155,,,,,,,,,,,,,,
234,201612,10,美丽生态,7.69,-0.8619,,,,,,,,,,,,,,
235,201701,10,美丽生态,7.11,-6.2487,,,,,,,,,,,,,,
236,201702,10,美丽生态,7.09,-0.2155,,,,,,,,,,,,,,
237,201703,10,美丽生态,6.78,-3.3398,,,,,,,,,,,,,,
238,201704,10,美丽生态,6.23,-5.9255,,,,,,,,,,,,,,
239,201705,10,美丽生态,4.98,-13.4671,,,,,,,,,,,,,,
240,201706,10,美丽生态,5.05,0.7542,,,,,,,,,,,,,,
241,201707,10,美丽生态,4.91,-1.5083,,,,,,,,,,,,,,
242,201708,10,美丽生态,5.06,1.616,,,,,,,,,,,,,,
243,201709,10,美丽生态,5.35,3.1244,,,,,,,,,,,,,,
244,201710,10,美丽生态,6.03,7.3261,,,,,,,,,,,,,,
245,201711,10,美丽生态,5.13,-9.6963,,,,,,,,,,,,,,
246,201712,10,美丽生态,5.42,3.1244,,,,,,,,,,,,,,
247,201801,10,美丽生态,4.76,-7.1106,,,,,,,,,,,,,,
248,201802,10,美丽生态,4.45,-3.3398,,,,,,,,,,,,,,
249,201803,10,美丽生态,4.51,0.6464,,,,,,,,,,,,,,
250,201804,10,美丽生态,3.25,-13.5748,,,,,,,,,,,,,,
251,201805,10,美丽生态,3.54,3.1244,,,,,,,,,,,,,,
252,201806,10,美丽生态,3.91,3.9862,,,,,,,,,,,,,,
253,201807,10,美丽生态,4.64,7.8648,,,,,,,,,,,,,,
254,201808,10,美丽生态,4.51,-1.4006,,,,,,,,,,,,,,
255,201809,10,美丽生态,4.82,3.3398,,,,,,,,,,,,,,
256,201810,10,美丽生态,4.38,-4.7404,,,,,,,,,,,,,,
257,201811,10,美丽生态,4.17,-2.2625,,,,,,,,,,,,,,
258,201812,10,美丽生态,3.26,-9.804,,,,,,,,,,,,,,
259,201901,10,美丽生态,2.96,-3.2321,,,,,,,,,,,,,,
260,201902,10,美丽生态,3.55,6.3565,,,,,,,,,,,,,,
261,201903,10,美丽生态,3.49,-0.6464,,,,,,,,,,,,,,
262,201904,10,美丽生态,3.42,-0.7542,,,,,,,,,,,,,,
263,201905,10,美丽生态,3.43,0.1077,,,,,,,,,,,,,,
264,201906,10,美丽生态,3.31,-1.2928,,,,,,,,,,,,,,
265,201907,10,美丽生态,3.65,3.663,,,,,,,,,,,,,,
266,201908,10,美丽生态,3.37,-3.0166,,,,,,,,,,,,,,
267,201909,10,美丽生态,3.36,-0.1077,,,,,,,,,,,,,,
268,201910,10,美丽生态,3.54,1.9393,,,,,,,,,,,,,,
269,201911,10,美丽生态,3.3,-2.5857,,,,,,,,,,,,,,
270,201912,10,美丽生态,3.4,1.0774,,,,,,,,,,,,,,
271,202001,10,美丽生态,3.71,3.3398,,,,,,,,,,,,,,
272,202002,10,美丽生态,3.46,-2.6934,,,,,,,,,,,,,,
273,202003,10,美丽生态,3.5,0.4309,,,,,,,,,,,,,,
274,202004,10,美丽生态,4.04,5.8178,,,,,,,,,,,,,,
275,202005,10,美丽生态,4.01,-0.3232,,,,,,,,,,,,,,
276,202006,10,美丽生态,3.8,-2.2625,,,,,,,,,,,,,,
277,202007,10,美丽生态,4.15,3.7708,,,,,,,,,,,,,,
278,202008,10,美丽生态,4.73,6.2487,,,,,,,,,,,,,,
279,202009,10,美丽生态,3.91,-8.8344,,,,,,,,,,,,,,
280,202010,10,美丽生态,3.93,0.2155,,,,,,,,,,,,,,
281,202011,10,美丽生态,4.18,2.6934,,,,,,,,,,,,,,
282,202012,10,美丽生态,3.91,-2.9089,,,,,,,,,,,,,,
283,202101,10,美丽生态,3.72,-2.047,,,,,,,,,,,,,,
284,202102,10,美丽生态,3.59,-1.4006,,,,,,,,,,,,,,
285,202103,10,美丽生态,4.1,5.4946,,,,,,,,,,,,,,
286,202104,10,美丽生态,4.2,1.0774,,,,,,,,,,,,,,
287,202105,10,美丽生态,4.05,-1.616,,,,,,,,,,,,,,
288,202106,10,美丽生态,4.0,-0.5387,,,,,,,,,,,,,,
289,202107,10,美丽生态,3.86,-1.5083,,,,,,,,,,,,,,
290,202108,10,美丽生态,3.76,-1.0774,,,,,,,,,,,,,,
291,202109,10,美丽生态,3.68,-0.8619,,,,,,,,,,,,,,
292,202110,10,美丽生态,3.98,3.2321,,,,,,,,,,,,,,
293,201510,11,深物业A,15.1,17.0775,,,,,,,,,,,,,,
294,201511,11,深物业A,14.01,-3.8539,,,,,,,,,,,,,,
295,201512,11,深物业A,14.52,1.8032,,,,,,,,,,,,,,
296,201601,11,深物业A,9.86,-16.4764,,,,,,,,,,,,,,
297,201602,11,深物业A,12.7,10.0414,,,,,,,,,,,,,,
298,201603,11,深物业A,14.23,5.4096,,,,,,,,,,,,,,
299,201604,11,深物业A,14.04,-0.6718,,,,,,,,,,,,,,
300,201605,11,深物业A,12.6,-4.8005,,,,,,,,,,,,,,
301,201606,11,深物业A,13.39,2.8114,,,,,,,,,,,,,,
302,201607,11,深物业A,13.35,-0.1424,,,,,,,,,,,,,,
303,201608,11,深物业A,15.6,8.0073,,,,,,,,,,,,,,
304,201609,11,深物业A,16.99,4.9467,,,,,,,,,,,,,,
305,201610,11,深物业A,18.2,4.3061,,,,,,,,,,,,,,
306,201611,11,深物业A,16.63,-5.5873,,,,,,,,,,,,,,
307,201612,11,深物业A,18.73,7.4735,,,,,,,,,,,,,,
308,201701,11,深物业A,16.61,-7.5446,,,,,,,,,,,,,,
309,201702,11,深物业A,17.2,2.0997,,,,,,,,,,,,,,
310,201703,11,深物业A,16.22,-3.4876,,,,,,,,,,,,,,
311,201704,11,深物业A,17.25,3.6656,,,,,,,,,,,,,,
312,201705,11,深物业A,17.91,2.9785,,,,,,,,,,,,,,
313,201706,11,深物业A,20.0,7.5114,,,,,,,,,,,,,,
314,201707,11,深物业A,19.09,-3.2705,,,,,,,,,,,,,,
315,201708,11,深物业A,19.88,2.8392,,,,,,,,,,,,,,
316,201709,11,深物业A,19.4,-1.7251,,,,,,,,,,,,,,
317,201710,11,深物业A,19.34,-0.2156,,,,,,,,,,,,,,
318,201711,11,深物业A,17.18,-7.7629,,,,,,,,,,,,,,
319,201712,11,深物业A,16.79,-1.4016,,,,,,,,,,,,,,
320,201801,11,深物业A,16.76,-0.1078,,,,,,,,,,,,,,
321,201802,11,深物业A,15.51,-4.4924,,,,,,,,,,,,,,
322,201803,11,深物业A,16.0,1.761,,,,,,,,,,,,,,
323,201804,11,深物业A,14.02,-7.116,,,,,,,,,,,,,,
324,201805,11,深物业A,13.56,-1.6532,,,,,,,,,,,,,,
325,201806,11,深物业A,11.07,-7.8428,,,,,,,,,,,,,,
326,201807,11,深物业A,11.32,0.9235,,,,,,,,,,,,,,
327,201808,11,深物业A,11.56,0.8865,,,,,,,,,,,,,,
328,201809,11,深物业A,11.62,0.2216,,,,,,,,,,,,,,
329,201810,11,深物业A,8.9,-10.0473,,,,,,,,,,,,,,
330,201811,11,深物业A,9.76,3.1767,,,,,,,,,,,,,,
331,201812,11,深物业A,9.18,-2.1424,,,,,,,,,,,,,,
332,201901,11,深物业A,9.05,-0.4802,,,,,,,,,,,,,,
333,201902,11,深物业A,10.84,6.612,,,,,,,,,,,,,,
334,201903,11,深物业A,11.67,3.0659,,,,,,,,,,,,,,
335,201904,11,深物业A,10.8,-3.2137,,,,,,,,,,,,,,
336,201905,11,深物业A,9.56,-3.5558,,,,,,,,,,,,,,
337,201906,11,深物业A,9.55,-0.038,,,,,,,,,,,,,,
338,201907,11,深物业A,9.79,0.9123,,,,,,,,,,,,,,
339,201908,11,深物业A,10.07,1.0643,,,,,,,,,,,,,,
340,201909,11,深物业A,9.59,-1.8245,,,,,,,,,,,,,,
341,201910,11,深物业A,9.06,-2.0146,,,,,,,,,,,,,,
342,201911,11,深物业A,9.01,-0.1901,,,,,,,,,,,,,,
343,201912,11,深物业A,9.41,1.5204,,,,,,,,,,,,,,
344,202001,11,深物业A,8.82,-2.2426,,,,,,,,,,,,,,
345,202002,11,深物业A,7.63,-4.5232,,,,,,,,,,,,,,
346,202003,11,深物业A,8.31,2.5847,,,,,,,,,,,,,,
347,202004,11,深物业A,9.07,2.8888,,,,,,,,,,,,,,
348,202005,11,深物业A,9.49,3.0738,,,,,,,,,,,,,,
349,202006,11,深物业A,16.0,25.7583,,,,,,,,,,,,,,
350,202007,11,深物业A,26.05,39.7651,,,,,,,,,,,,,,
351,202008,11,深物业A,20.17,-23.2655,,,,,,,,,,,,,,
352,202009,11,深物业A,17.86,-9.14,,,,,,,,,,,,,,
353,202010,11,深物业A,13.99,-15.3125,,,,,,,,,,,,,,
354,202011,11,深物业A,13.82,-0.6726,,,,,,,,,,,,,,
355,202012,11,深物业A,12.17,-6.5286,,,,,,,,,,,,,,
356,202101,11,深物业A,10.22,-7.7156,,,,,,,,,,,,,,
357,202102,11,深物业A,11.13,3.6006,,,,,,,,,,,,,,
358,202103,11,深物业A,13.47,9.2587,,,,,,,,,,,,,,
359,202104,11,深物业A,11.7,-5.4838,,,,,,,,,,,,,,
360,202105,11,深物业A,12.85,4.6996,,,,,,,,,,,,,,
361,202106,11,深物业A,12.16,-2.8198,,,,,,,,,,,,,,
362,202107,11,深物业A,11.58,-2.3702,,,,,,,,,,,,,,
363,202108,11,深物业A,12.19,2.4928,,,,,,,,,,,,,,
364,202109,11,深物业A,12.11,-0.3269,,,,,,,,,,,,,,
365,202110,11,深物业A,11.84,-1.1034,,,,,,,,,,,,,,
366,201510,12,南玻A,9.83,14.3162,,,,,,,,,,,,,,
367,201511,12,南玻A,9.95,1.8084,,,,,,,,,,,,,,
368,201512,12,南玻A,13.35,51.237,,,,,,,,,,,,,,
369,201601,12,南玻A,10.56,-42.0445,,,,,,,,,,,,,,
370,201602,12,南玻A,9.6,-14.4669,,,,,,,,,,,,,,
371,201603,12,南玻A,10.88,19.2892,,,,,,,,,,,,,,
372,201604,12,南玻A,11.28,6.0279,,,,,,,,,,,,,,
373,201605,12,南玻A,11.05,1.3467,,,,,,,,,,,,,,
374,201606,12,南玻A,11.46,6.3571,,,,,,,,,,,,,,
375,201607,12,南玻A,10.84,-9.6132,,,,,,,,,,,,,,
376,201608,12,南玻A,12.15,20.3119,,,,,,,,,,,,,,
377,201609,12,南玻A,11.29,-13.3345,,,,,,,,,,,,,,
378,201610,12,南玻A,11.63,5.2718,,,,,,,,,,,,,,
379,201611,12,南玻A,13.86,34.5767,,,,,,,,,,,,,,
380,201612,12,南玻A,11.34,-39.0732,,,,,,,,,,,,,,
381,201701,12,南玻A,11.37,0.4652,,,,,,,,,,,,,,
382,201702,12,南玻A,11.63,4.0314,,,,,,,,,,,,,,
383,201703,12,南玻A,10.91,-11.1638,,,,,,,,,,,,,,
384,201704,12,南玻A,9.96,-14.73,,,,,,,,,,,,,,
385,201705,12,南玻A,8.88,-16.7457,,,,,,,,,,,,,,
386,201706,12,南玻A,9.33,6.9774,,,,,,,,,,,,,,
387,201707,12,南玻A,8.63,10.8803,,,,,,,,,,,,,,
388,201708,12,南玻A,8.61,-0.3605,,,,,,,,,,,,,,
