,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,0.0,0,0.0,0.0,0,0.0,0.0,输入的证券代码有误。,代码,,成交量,换手率
1,201510,1.0,平安银行,1124822302.0,9.5292,,,,,,,,
2,201511,1.0,平安银行,1895125491.0,16.0552,,,,,,,,
3,201512,1.0,平安银行,1615908392.0,13.6894,,,,,,,,
4,201601,1.0,平安银行,1050379155.0,8.8985,,,,,,,,
5,201602,1.0,平安银行,664737173.0,5.6314,,,,,,,,
6,201603,1.0,平安银行,1278890404.0,10.8344,,,,,,,,
7,201604,1.0,平安银行,875070543.0,7.4133,,,,,,,,
8,201605,1.0,平安银行,700489831.0,5.8642,,,,,,,,
9,201606,1.0,平安银行,709376004.0,5.2728,,,,,,,,
10,201607,1.0,平安银行,946131093.0,6.4665,,,,,,,,
11,201608,1.0,平安银行,1738665976.0,11.8831,,,,,,,,
12,201609,1.0,平安银行,831864568.0,5.6859,,,,,,,,
13,201610,1.0,平安银行,789180325.0,5.3938,,,,,,,,
14,201611,1.0,平安银行,1749322107.0,11.9561,,,,,,,,
15,201612,1.0,平安银行,1301993779.0,8.8985,,,,,,,,
16,201701,1.0,平安银行,762925866.0,4.6585,,,,,,,,
17,201702,1.0,平安银行,846052709.0,5.0009,,,,,,,,
18,201703,1.0,平安银行,1288934537.0,7.6185,,,,,,,,
19,201704,1.0,平安银行,802433826.0,4.743,,,,,,,,
20,201705,1.0,平安银行,1225264646.0,7.2423,,,,,,,,
21,201706,1.0,平安银行,1271809174.0,7.5175,,,,,,,,
22,201707,1.0,平安银行,3536094912.0,20.9013,,,,,,,,
23,201708,1.0,平安银行,2628136276.0,15.5346,,,,,,,,
24,201709,1.0,平安银行,1610183841.0,9.5176,,,,,,,,
25,201710,1.0,平安银行,1395196407.0,8.2469,,,,,,,,
26,201711,1.0,平安银行,4248129384.0,25.1103,,,,,,,,
27,201712,1.0,平安银行,2966183816.0,17.5329,,,,,,,,
28,201801,1.0,平安银行,4614537656.0,27.276,,,,,,,,
29,201802,1.0,平安银行,2562447321.0,15.1462,,,,,,,,
30,201803,1.0,平安银行,2312996915.0,13.6717,,,,,,,,
31,201804,1.0,平安银行,2349599053.0,13.8881,,,,,,,,
32,201805,1.0,平安银行,1826717783.0,10.735,,,,,,,,
33,201806,1.0,平安银行,1817988858.0,10.5881,,,,,,,,
34,201807,1.0,平安银行,2043027802.0,11.8989,,,,,,,,
35,201808,1.0,平安银行,2189687295.0,12.7529,,,,,,,,
36,201809,1.0,平安银行,1882100499.0,10.9614,,,,,,,,
37,201810,1.0,平安银行,2780155709.0,16.1918,,,,,,,,
38,201811,1.0,平安银行,2084963386.0,12.1429,,,,,,,,
39,201812,1.0,平安银行,1199334470.0,6.9849,,,,,,,,
40,201901,1.0,平安银行,1816314971.0,10.5784,,,,,,,,
41,201902,1.0,平安银行,1911474403.0,11.1326,,,,,,,,
42,201903,1.0,平安银行,2671302590.0,15.5577,,,,,,,,
43,201904,1.0,平安银行,2593169654.0,15.1028,,,,,,,,
44,201905,1.0,平安银行,1864961220.0,10.8616,,,,,,,,
45,201906,1.0,平安银行,1662158178.0,9.6805,,,,,,,,
46,201907,1.0,平安银行,1652335938.0,9.6249,,,,,,,,
47,201908,1.0,平安银行,2993290340.0,17.431,,,,,,,,
48,201909,1.0,平安银行,2538654785.0,13.99,,,,,,,,
49,201910,1.0,平安银行,2019233578.0,10.405,,,,,,,,
50,201911,1.0,平安银行,1640142537.0,8.455,,,,,,,,
51,201912,1.0,平安银行,1516354896.0,7.814,,,,,,,,
52,202001,1.0,平安银行,1483446929.0,7.644,,,,,,,,
53,202002,1.0,平安银行,2532137636.0,13.048,,,,,,,,
54,202003,1.0,平安银行,2658243444.0,13.699,,,,,,,,
55,202004,1.0,平安银行,1707118025.0,8.797,,,,,,,,
56,202005,1.0,平安银行,1216461999.0,6.269,,,,,,,,
57,202006,1.0,平安银行,1827319157.0,9.414,,,,,,,,
58,202007,1.0,平安银行,4807273333.0,24.7724,,,,,,,,
59,202008,1.0,平安银行,3124407820.0,16.1007,,,,,,,,
60,202009,1.0,平安银行,2151821111.0,11.0886,,,,,,,,
61,202010,1.0,平安银行,2083928481.0,10.7386,,,,,,,,
62,202011,1.0,平安银行,2057498109.0,10.6026,,,,,,,,
63,202012,1.0,平安银行,1961621432.0,10.1084,,,,,,,,
64,202101,1.0,平安银行,2792512935.0,14.3901,,,,,,,,
65,202102,1.0,平安银行,2243272525.0,11.5598,,,,,,,,
66,202103,1.0,平安银行,2340059951.0,12.0587,,,,,,,,
67,202104,1.0,平安银行,1423476303.0,7.3354,,,,,,,,
68,202105,1.0,平安银行,1015281590.0,5.2318,,,,,,,,
69,202106,1.0,平安银行,1225673158.0,6.3161,,,,,,,,
70,202107,1.0,平安银行,1935733252.0,9.9751,,,,,,,,
71,202108,1.0,平安银行,2087476977.0,10.7569,,,,,,,,
72,202109,1.0,平安银行,2752985795.0,14.1864,,,,,,,,
73,202110,1.0,平安银行,445366783.0,2.295,,,,,,,,
74,201510,5.0,ST星源,2134586242.0,233.6091,,,,,,,,
75,201511,5.0,ST星源,1721953478.0,188.4506,,,,,,,,
76,201512,5.0,ST星源,987050632.0,108.0229,,,,,,,,
77,201601,5.0,ST星源,511985659.0,56.0316,,,,,,,,
78,201602,5.0,ST星源,710033488.0,77.706,,,,,,,,
79,201603,5.0,ST星源,808491396.0,88.4814,,,,,,,,
80,201604,5.0,ST星源,529149869.0,57.9102,,,,,,,,
81,201605,5.0,ST星源,306008389.0,33.4896,,,,,,,,
82,201606,5.0,ST星源,613867099.0,67.1815,,,,,,,,
83,201607,5.0,ST星源,314438539.0,34.4121,,,,,,,,
84,201608,5.0,ST星源,279481387.0,30.5862,,,,,,,,
85,201609,5.0,ST星源,239554345.0,26.2168,,,,,,,,
86,201610,5.0,ST星源,233577035.0,25.5626,,,,,,,,
87,201611,5.0,ST星源,358346103.0,39.2175,,,,,,,,
88,201612,5.0,ST星源,165091769.0,18.0677,,,,,,,,
89,201701,5.0,ST星源,135357308.0,14.2298,,,,,,,,
90,201702,5.0,ST星源,144469805.0,15.1879,,,,,,,,
91,201703,5.0,ST星源,269608715.0,28.3433,,,,,,,,
92,201704,5.0,ST星源,226674406.0,23.8296,,,,,,,,
93,201705,5.0,ST星源,129270118.0,13.5898,,,,,,,,
94,201706,5.0,ST星源,140391774.0,14.7589,,,,,,,,
95,201707,5.0,ST星源,126578703.0,13.3069,,,,,,,,
96,201708,5.0,ST星源,138126796.0,14.5209,,,,,,,,
97,201709,5.0,ST星源,429283733.0,45.1298,,,,,,,,
98,201710,5.0,ST星源,123224096.0,12.9543,,,,,,,,
99,201711,5.0,ST星源,99154493.0,10.4239,,,,,,,,
100,201712,5.0,ST星源,77669979.0,8.1652,,,,,,,,
101,201801,5.0,ST星源,114985402.0,12.0883,,,,,,,,
102,201802,5.0,ST星源,47165087.0,4.9583,,,,,,,,
103,201803,5.0,ST星源,169566102.0,17.8261,,,,,,,,
104,201804,5.0,ST星源,102426047.0,10.7676,,,,,,,,
105,201805,5.0,ST星源,163879339.0,17.2283,,,,,,,,
106,201806,5.0,ST星源,98730044.0,10.3793,,,,,,,,
107,201807,5.0,ST星源,229504027.0,24.1272,,,,,,,,
108,201808,5.0,ST星源,148643249.0,15.6267,,,,,,,,
109,201809,5.0,ST星源,85721881.0,9.0119,,,,,,,,
110,201810,5.0,ST星源,125172329.0,13.1592,,,,,,,,
111,201811,5.0,ST星源,296992234.0,31.222,,,,,,,,
112,201812,5.0,ST星源,121121276.0,12.733,,,,,,,,
113,201901,5.0,ST星源,329036352.0,31.1015,,,,,,,,
114,201902,5.0,ST星源,270498292.0,25.5684,,,,,,,,
115,201903,5.0,ST星源,665275228.0,62.8837,,,,,,,,
116,201904,5.0,ST星源,486929731.0,46.0259,,,,,,,,
117,201905,5.0,ST星源,144083998.0,13.6193,,,,,,,,
118,201906,5.0,ST星源,251025139.0,23.7275,,,,,,,,
119,201907,5.0,ST星源,328953299.0,31.0941,,,,,,,,
120,201908,5.0,ST星源,254654516.0,24.071,,,,,,,,
121,201909,5.0,ST星源,697600620.0,65.939,,,,,,,,
122,201910,5.0,ST星源,208169798.0,19.678,,,,,,,,
123,201911,5.0,ST星源,92121185.0,8.708,,,,,,,,
124,201912,5.0,ST星源,161843622.0,15.294,,,,,,,,
125,202001,5.0,ST星源,169159959.0,15.989,,,,,,,,
126,202002,5.0,ST星源,242146521.0,22.888,,,,,,,,
127,202003,5.0,ST星源,297362494.0,28.11,,,,,,,,
128,202004,5.0,ST星源,128507896.0,12.148,,,,,,,,
129,202005,5.0,ST星源,74291475.0,7.021,,,,,,,,
130,202006,5.0,ST星源,104656757.0,9.891,,,,,,,,
131,202007,5.0,ST星源,467005025.0,44.1413,,,,,,,,
132,202008,5.0,ST星源,328884494.0,31.087,,,,,,,,
133,202009,5.0,ST星源,227750142.0,21.5277,,,,,,,,
134,202010,5.0,ST星源,108814539.0,10.2854,,,,,,,,
135,202011,5.0,ST星源,155744225.0,14.7215,,,,,,,,
136,202012,5.0,ST星源,172050438.0,16.2627,,,,,,,,
137,202101,5.0,ST星源,139611472.0,13.1966,,,,,,,,
138,202102,5.0,ST星源,128024974.0,12.1012,,,,,,,,
139,202103,5.0,ST星源,464060197.0,43.8644,,,,,,,,
140,202104,5.0,ST星源,214290883.0,20.2553,,,,,,,,
141,202105,5.0,ST星源,202682531.0,19.1583,,,,,,,,
142,202106,5.0,ST星源,213704791.0,20.2002,,,,,,,,
143,202107,5.0,ST星源,483591807.0,45.7106,,,,,,,,
144,202108,5.0,ST星源,297974408.0,28.1653,,,,,,,,
145,202109,5.0,ST星源,338381154.0,31.9846,,,,,,,,
146,202110,5.0,ST星源,35601988.0,3.3651,,,,,,,,
147,201510,9.0,中国宝安,2519925776.0,169.1601,,,,,,,,
148,201511,9.0,中国宝安,2838526966.0,190.5475,,,,,,,,
149,201512,9.0,中国宝安,1824711727.0,122.4912,,,,,,,,
150,201601,9.0,中国宝安,1213115933.0,81.4354,,,,,,,,
151,201602,9.0,中国宝安,1004441011.0,67.427,,,,,,,,
152,201603,9.0,中国宝安,1549503776.0,100.2365,,,,,,,,
153,201604,9.0,中国宝安,1607580839.0,103.3711,,,,,,,,
154,201605,9.0,中国宝安,879520001.0,56.5548,,,,,,,,
155,201606,9.0,中国宝安,1287679976.0,82.8004,,,,,,,,
156,201607,9.0,中国宝安,1786653595.0,98.6955,,,,,,,,
157,201608,9.0,中国宝安,2537825475.0,119.7054,,,,,,,,
158,201609,9.0,中国宝安,1218902208.0,57.4937,,,,,,,,
159,201610,9.0,中国宝安,549811235.0,25.9336,,,,,,,,
160,201611,9.0,中国宝安,877908018.0,41.4095,,,,,,,,
161,201612,9.0,中国宝安,1164706824.0,54.9372,,,,,,,,
162,201701,9.0,中国宝安,530038950.0,25.001,,,,,,,,
163,201702,9.0,中国宝安,432285865.0,20.3903,,,,,,,,
164,201703,9.0,中国宝安,542496404.0,25.5887,,,,,,,,
165,201704,9.0,中国宝安,486876112.0,22.9652,,,,,,,,
166,201705,9.0,中国宝安,348479017.0,16.4373,,,,,,,,
167,201706,9.0,中国宝安,561683282.0,26.4939,,,,,,,,
168,201707,9.0,中国宝安,1189358980.0,56.0993,,,,,,,,
169,201708,9.0,中国宝安,971701874.0,45.8331,,,,,,,,
170,201709,9.0,中国宝安,1314297805.0,61.9927,,,,,,,,
171,201710,9.0,中国宝安,371492357.0,17.5226,,,,,,,,
172,201711,9.0,中国宝安,348744796.0,16.4495,,,,,,,,
173,201712,9.0,中国宝安,296131526.0,13.968,,,,,,,,
174,201801,9.0,中国宝安,499942898.0,23.5837,,,,,,,,
175,201802,9.0,中国宝安,292916340.0,13.8178,,,,,,,,
176,201803,9.0,中国宝安,485527904.0,22.9038,,,,,,,,
177,201804,9.0,中国宝安,332290144.0,15.6751,,,,,,,,
178,201805,9.0,中国宝安,292370398.0,13.7918,,,,,,,,
179,201806,9.0,中国宝安,198617318.0,9.3691,,,,,,,,
180,201807,9.0,中国宝安,264901713.0,12.4968,,,,,,,,
181,201808,9.0,中国宝安,156916936.0,7.4025,,,,,,,,
182,201809,9.0,中国宝安,166495947.0,7.8546,,,,,,,,
183,201810,9.0,中国宝安,240636901.0,11.3521,,,,,,,,
184,201811,9.0,中国宝安,820419481.0,38.7029,,,,,,,,
185,201812,9.0,中国宝安,274645809.0,12.9563,,,,,,,,
186,201901,9.0,中国宝安,301840658.0,14.2394,,,,,,,,
187,201902,9.0,中国宝安,476615042.0,22.484,,,,,,,,
188,201903,9.0,中国宝安,1859724061.0,87.7315,,,,,,,,
189,201904,9.0,中国宝安,1030615409.0,48.6187,,,,,,,,
190,201905,9.0,中国宝安,527353689.0,24.8779,,,,,,,,
191,201906,9.0,中国宝安,329120491.0,15.5258,,,,,,,,
192,201907,9.0,中国宝安,294339800.0,12.7887,,,,,,,,
193,201908,9.0,中国宝安,698871542.0,27.471,,,,,,,,
194,201909,9.0,中国宝安,444382605.0,17.468,,,,,,,,
195,201910,9.0,中国宝安,323913152.0,12.734,,,,,,,,
196,201911,9.0,中国宝安,282738416.0,11.115,,,,,,,,
197,201912,9.0,中国宝安,1496454295.0,58.826,,,,,,,,
198,202001,9.0,中国宝安,2361248372.0,92.823,,,,,,,,
199,202002,9.0,中国宝安,3596381841.0,141.376,,,,,,,,
200,202003,9.0,中国宝安,2092188258.0,82.244,,,,,,,,
201,202004,9.0,中国宝安,1398653142.0,54.985,,,,,,,,
202,202005,9.0,中国宝安,1370887376.0,53.892,,,,,,,,
203,202006,9.0,中国宝安,1620428001.0,63.701,,,,,,,,
204,202007,9.0,中国宝安,3491580812.0,137.2562,,,,,,,,
205,202008,9.0,中国宝安,1487050674.0,58.4131,,,,,,,,
206,202009,9.0,中国宝安,1017005753.0,39.853,,,,,,,,
207,202010,9.0,中国宝安,859983904.0,33.6999,,,,,,,,
208,202011,9.0,中国宝安,967184128.0,37.9004,,,,,,,,
209,202012,9.0,中国宝安,1007478375.0,39.4795,,,,,,,,
210,202101,9.0,中国宝安,1210367019.0,47.4298,,,,,,,,
211,202102,9.0,中国宝安,1952766350.0,76.5221,,,,,,,,
212,202103,9.0,中国宝安,1314342372.0,51.5057,,,,,,,,
213,202104,9.0,中国宝安,1369880605.0,53.6906,,,,,,,,
214,202105,9.0,中国宝安,626794417.0,24.5664,,,,,,,,
215,202106,9.0,中国宝安,3220990253.0,126.2425,,,,,,,,
216,202107,9.0,中国宝安,2466815975.0,96.6837,,,,,,,,
217,202108,9.0,中国宝安,1890220759.0,74.0848,,,,,,,,
218,202109,9.0,中国宝安,2299770485.0,90.1365,,,,,,,,
219,202110,9.0,中国宝安,375828905.0,14.7301,,,,,,,,
220,201510,10.0,美丽生态,642863248.0,157.5914,,,,,,,,
221,201511,10.0,美丽生态,620087339.0,152.0083,,,,,,,,
222,201512,10.0,美丽生态,539432953.0,132.2365,,,,,,,,
223,201601,10.0,美丽生态,341132657.0,83.6252,,,,,,,,
224,201602,10.0,美丽生态,269745128.0,66.1252,,,,,,,,
225,201603,10.0,美丽生态,330291949.0,80.9677,,,,,,,,
226,201604,10.0,美丽生态,362405754.0,88.8403,,,,,,,,
227,201605,10.0,美丽生态,291229667.0,71.3921,,,,,,,,
228,201606,10.0,美丽生态,163718679.0,40.1343,,,,,,,,
229,201607,10.0,美丽生态,239318407.0,58.6664,,,,,,,,
230,201608,10.0,美丽生态,294533936.0,72.202,,,,,,,,
231,201609,10.0,美丽生态,481135433.0,117.9455,,,,,,,,
232,201610,10.0,美丽生态,292761092.0,71.7676,,,,,,,,
233,201611,10.0,美丽生态,312252156.0,76.5457,,,,,,,,
234,201612,10.0,美丽生态,346933136.0,85.047,,,,,,,,
235,201701,10.0,美丽生态,176527569.0,43.274,,,,,,,,
236,201702,10.0,美丽生态,247657675.0,48.4512,,,,,,,,
237,201703,10.0,美丽生态,265418549.0,50.8297,,,,,,,,
238,201704,10.0,美丽生态,258467418.0,49.4987,,,,,,,,
239,201705,10.0,美丽生态,172678900.0,33.0693,,,,,,,,
240,201706,10.0,美丽生态,231815820.0,44.3947,,,,,,,,
241,201707,10.0,美丽生态,135204006.0,25.8927,,,,,,,,
242,201708,10.0,美丽生态,145581847.0,27.88,,,,,,,,
243,201709,10.0,美丽生态,167388177.0,32.056,,,,,,,,
244,201710,10.0,美丽生态,953540472.0,182.6109,,,,,,,,
245,201711,10.0,美丽生态,457636072.0,87.6411,,,,,,,,
246,201712,10.0,美丽生态,197360125.0,37.7959,,,,,,,,
247,201801,10.0,美丽生态,337484617.0,64.631,,,,,,,,
248,201802,10.0,美丽生态,130573635.0,25.0057,,,,,,,,
249,201803,10.0,美丽生态,182948589.0,35.0361,,,,,,,,
250,201804,10.0,美丽生态,175540071.0,33.6172,,,,,,,,
251,201805,10.0,美丽生态,402886314.0,77.1557,,,,,,,,
252,201806,10.0,美丽生态,209311978.0,40.0852,,,,,,,,
253,201807,10.0,美丽生态,208383428.0,39.907,,,,,,,,
254,201808,10.0,美丽生态,108129014.0,20.7078,,,,,,,,
255,201809,10.0,美丽生态,106363393.0,20.3696,,,,,,,,
256,201810,10.0,美丽生态,50257845.0,9.6248,,,,,,,,
257,201811,10.0,美丽生态,144709938.0,27.7129,,,,,,,,
258,201812,10.0,美丽生态,151674785.0,29.047,,,,,,,,
259,201901,10.0,美丽生态,107664058.0,20.6187,,,,,,,,
260,201902,10.0,美丽生态,102050189.0,19.5435,,,,,,,,
261,201903,10.0,美丽生态,216283154.0,41.4199,,,,,,,,
262,201904,10.0,美丽生态,165786279.0,31.7493,,,,,,,,
263,201905,10.0,美丽生态,92107087.0,17.6394,,,,,,,,
264,201906,10.0,美丽生态,80607452.0,15.4371,,,,,,,,
265,201907,10.0,美丽生态,47346375.0,9.0677,,,,,,,,
266,201908,10.0,美丽生态,50393595.0,9.648,,,,,,,,
267,201909,10.0,美丽生态,27785695.0,5.323,,,,,,,,
268,201910,10.0,美丽生态,32664800.0,6.255,,,,,,,,
269,201911,10.0,美丽生态,19044529.0,3.647,,,,,,,,
270,201912,10.0,美丽生态,35330216.0,6.767,,,,,,,,
271,202001,10.0,美丽生态,76062622.0,14.569,,,,,,,,
272,202002,10.0,美丽生态,66153913.0,12.67,,,,,,,,
273,202003,10.0,美丽生态,70367157.0,13.476,,,,,,,,
274,202004,10.0,美丽生态,90139862.0,17.266,,,,,,,,
275,202005,10.0,美丽生态,41617105.0,7.968,,,,,,,,
276,202006,10.0,美丽生态,57119434.0,10.939,,,,,,,,
277,202007,10.0,美丽生态,134011465.0,25.6636,,,,,,,,
278,202008,10.0,美丽生态,159104918.0,30.47,,,,,,,,
279,202009,10.0,美丽生态,242027877.0,46.3503,,,,,,,,
280,202010,10.0,美丽生态,222964630.0,42.6995,,,,,,,,
281,202011,10.0,美丽生态,140110732.0,26.8324,,,,,,,,
282,202012,10.0,美丽生态,158290567.0,30.314,,,,,,,,
283,202101,10.0,美丽生态,123325172.0,23.6175,,,,,,,,
284,202102,10.0,美丽生态,90143316.0,17.2632,,,,,,,,
285,202103,10.0,美丽生态,721706684.0,138.2126,,,,,,,,
286,202104,10.0,美丽生态,496798971.0,95.1412,,,,,,,,
287,202105,10.0,美丽生态,172627762.0,33.0595,,,,,,,,
288,202106,10.0,美丽生态,106682616.0,20.4306,,,,,,,,
289,202107,10.0,美丽生态,103174469.0,19.759,,,,,,,,
290,202108,10.0,美丽生态,91544090.0,17.5315,,,,,,,,
291,202109,10.0,美丽生态,94663112.0,18.1289,,,,,,,,
292,202110,10.0,美丽生态,82124213.0,15.7274,,,,,,,,
293,201510,11.0,深物业A,346326488.0,196.9301,,,,,,,,
294,201511,11.0,深物业A,372513953.0,211.8208,,,,,,,,
295,201512,11.0,深物业A,230365961.0,130.9921,,,,,,,,
296,201601,11.0,深物业A,127090503.0,72.267,,,,,,,,
297,201602,11.0,深物业A,424065353.0,241.1346,,,,,,,,
298,201603,11.0,深物业A,605634929.0,344.3794,,,,,,,,
299,201604,11.0,深物业A,333132648.0,189.428,,,,,,,,
300,201605,11.0,深物业A,144960333.0,82.4282,,,,,,,,
301,201606,11.0,深物业A,182301482.0,103.6614,,,,,,,,
302,201607,11.0,深物业A,200077663.0,113.7692,,,,,,,,
303,201608,11.0,深物业A,410385552.0,233.3556,,,,,,,,
304,201609,11.0,深物业A,234621812.0,133.4121,,,,,,,,
305,201610,11.0,深物业A,367416957.0,208.9226,,,,,,,,
306,201611,11.0,深物业A,256105182.0,145.628,,,,,,,,
307,201612,11.0,深物业A,446709528.0,254.0105,,,,,,,,
308,201701,11.0,深物业A,241038079.0,137.0603,,,,,,,,
309,201702,11.0,深物业A,126334207.0,71.837,,,,,,,,
310,201703,11.0,深物业A,120178644.0,68.3367,,,,,,,,
311,201704,11.0,深物业A,260602128.0,148.1849,,,,,,,,
312,201705,11.0,深物业A,270101975.0,153.587,,,,,,,,
313,201706,11.0,深物业A,496946499.0,282.5763,,,,,,,,
314,201707,11.0,深物业A,208799218.0,118.7285,,,,,,,,
315,201708,11.0,深物业A,183243107.0,104.1967,,,,,,,,
316,201709,11.0,深物业A,317263667.0,180.4043,,,,,,,,
317,201710,11.0,深物业A,94852669.0,53.9356,,,,,,,,
318,201711,11.0,深物业A,100310309.0,57.0391,,,,,,,,
319,201712,11.0,深物业A,55716532.0,31.6818,,,,,,,,
320,201801,11.0,深物业A,162342939.0,92.3122,,,,,,,,
321,201802,11.0,深物业A,47753857.0,27.154,,,,,,,,
322,201803,11.0,深物业A,114808760.0,65.2835,,,,,,,,
323,201804,11.0,深物业A,53401722.0,30.3658,,,,,,,,
324,201805,11.0,深物业A,85857349.0,48.8205,,,,,,,,
325,201806,11.0,深物业A,48607055.0,27.639,,,,,,,,
326,201807,11.0,深物业A,96277946.0,54.7463,,,,,,,,
327,201808,11.0,深物业A,151186230.0,85.9686,,,,,,,,
328,201809,11.0,深物业A,102865931.0,58.492,,,,,,,,
329,201810,11.0,深物业A,95753116.0,54.4475,,,,,,,,
330,201811,11.0,深物业A,172032215.0,97.822,,,,,,,,
331,201812,11.0,深物业A,168189050.0,95.6366,,,,,,,,
332,201901,11.0,深物业A,67785083.0,38.5443,,,,,,,,
333,201902,11.0,深物业A,119957953.0,68.2111,,,,,,,,
334,201903,11.0,深物业A,286482776.0,162.9017,,,,,,,,
335,201904,11.0,深物业A,152348258.0,86.6293,,,,,,,,
336,201905,11.0,深物业A,58082029.0,33.0269,,,,,,,,
337,201906,11.0,深物业A,33468768.0,19.0312,,,,,,,,
338,201907,11.0,深物业A,138206547.0,51.3666,,,,,,,,
339,201908,11.0,深物业A,138145869.0,26.244,,,,,,,,
340,201909,11.0,深物业A,104815773.0,19.909,,,,,,,,
341,201910,11.0,深物业A,31812654.0,6.044,,,,,,,,
342,201911,11.0,深物业A,28289509.0,5.374,,,,,,,,
343,201912,11.0,深物业A,49781416.0,9.454,,,,,,,,
344,202001,11.0,深物业A,40603920.0,7.713,,,,,,,,
345,202002,11.0,深物业A,68582069.0,13.028,,,,,,,,
346,202003,11.0,深物业A,105193496.0,19.984,,,,,,,,
347,202004,11.0,深物业A,131809154.0,25.036,,,,,,,,
348,202005,11.0,深物业A,96141685.0,18.263,,,,,,,,
349,202006,11.0,深物业A,555327449.0,105.481,,,,,,,,
350,202007,11.0,深物业A,794810122.0,150.9674,,,,,,,,
351,202008,11.0,深物业A,572318794.0,108.7076,,,,,,,,
352,202009,11.0,深物业A,371551360.0,70.5734,,,,,,,,
353,202010,11.0,深物业A,198585828.0,37.7198,,,,,,,,
354,202011,11.0,深物业A,163400353.0,31.0366,,,,,,,,
355,202012,11.0,深物业A,156418014.0,29.7103,,,,,,,,
356,202101,11.0,深物业A,174491730.0,33.1435,,,,,,,,
357,202102,11.0,深物业A,119498342.0,22.698,,,,,,,,
358,202103,11.0,深物业A,453929363.0,86.2204,,,,,,,,
359,202104,11.0,深物业A,230915973.0,43.8609,,,,,,,,
360,202105,11.0,深物业A,163776925.0,31.1083,,,,,,,,
361,202106,11.0,深物业A,167828273.0,31.8776,,,,,,,,
362,202107,11.0,深物业A,126065756.0,23.9451,,,,,,,,
363,202108,11.0,深物业A,124476885.0,23.6433,,,,,,,,
364,202109,11.0,深物业A,157628742.0,29.9404,,,,,,,,
365,202110,11.0,深物业A,28300136.0,5.3755,,,,,,,,
366,201510,12.0,南玻A,386725332.0,29.6898,,,,,,,,
367,201511,12.0,南玻A,412722616.0,31.6857,,,,,,,,
368,201512,12.0,南玻A,1134098433.0,87.0614,,,,,,,,
369,201601,12.0,南玻A,854900846.0,65.5562,,,,,,,,
370,201602,12.0,南玻A,588132337.0,45.0995,,,,,,,,
371,201603,12.0,南玻A,483548550.0,37.08,,,,,,,,
372,201604,12.0,南玻A,385648840.0,29.5728,,,,,,,,
373,201605,12.0,南玻A,297551892.0,22.8172,,,,,,,,
374,201606,12.0,南玻A,412369658.0,31.6217,,,,,,,,
375,201607,12.0,南玻A,367742655.0,28.1996,,,,,,,,
376,201608,12.0,南玻A,922428044.0,70.7345,,,,,,,,
377,201609,12.0,南玻A,249185764.0,19.1084,,,,,,,,
378,201610,12.0,南玻A,222788424.0,17.0842,,,,,,,,
379,201611,12.0,南玻A,1860467010.0,142.6659,,,,,,,,
380,201612,12.0,南玻A,938788677.0,71.9892,,,,,,,,
381,201701,12.0,南玻A,600353168.0,46.1764,,,,,,,,
382,201702,12.0,南玻A,684020928.0,52.612,,,,,,,,
383,201703,12.0,南玻A,370702430.0,28.5128,,,,,,,,
384,201704,12.0,南玻A,374853752.0,28.8323,,,,,,,,
385,201705,12.0,南玻A,187811350.0,14.4459,,,,,,,,
386,201706,12.0,南玻A,204752979.0,15.7414,,,,,,,,
387,201707,12.0,南玻A,423035555.0,29.98,,,,,,,,
388,201708,12.0,南玻A,403022370.0,26.7009,,,,,,,,
389,201709,12.0,南玻A,348033987.0,23.0584,,,,,,,,
390,201710,12.0,南玻A,146812406.0,9.7265,,,,,,,,
391,201711,12.0,南玻A,986321035.0,65.3461,,,,,,,,
392,201712,12.0,南玻A,510516445.0,33.8228,,,,,,,,
393,201801,12.0,南玻A,750522620.0,49.7232,,,,,,,,
394,201802,12.0,南玻A,220861810.0,14.6324,,,,,,,,
395,201803,12.0,南玻A,286631127.0,18.9896,,,,,,,,
396,201804,12.0,南玻A,129092499.0,8.5525,,,,,,,,
397,201805,12.0,南玻A,149342812.0,9.8941,,,,,,,,
398,201806,12.0,南玻A,132847988.0,8.6052,,,,,,,,
399,201807,12.0,南玻A,170625954.0,9.8297,,,,,,,,
400,201808,12.0,南玻A,173292905.0,9.9836,,,,,,,,
401,201809,12.0,南玻A,121396298.0,6.9936,,,,,,,,
402,201810,12.0,南玻A,139648776.0,8.0452,,,,,,,,
403,201811,12.0,南玻A,248999904.0,14.3448,,,,,,,,
404,201812,12.0,南玻A,108707569.0,6.2248,,,,,,,,
405,201901,12.0,南玻A,174861687.0,9.8388,,,,,,,,
406,201902,12.0,南玻A,522458698.0,29.3967,,,,,,,,
407,201903,12.0,南玻A,716680552.0,40.3251,,,,,,,,
408,201904,12.0,南玻A,363742858.0,20.4705,,,,,,,,
409,201905,12.0,南玻A,177933363.0,10.0166,,,,,,,,
410,201906,12.0,南玻A,181759384.0,10.085,,,,,,,,
411,201907,12.0,南玻A,159596757.0,8.1687,,,,,,,,
412,201908,12.0,南玻A,234145233.0,11.983,,,,,,,,
413,201909,12.0,南玻A,312731450.0,16.0,,,,,,,,
414,201910,12.0,南玻A,178820581.0,9.137,,,,,,,,
415,201911,12.0,南玻A,137020588.0,6.999,,,,,,,,
416,201912,12.0,南玻A,433213444.0,22.13,,,,,,,,
417,202001,12.0,南玻A,398070968.0,20.334,,,,,,,,
